Sign_Order,Sign_Order_Num,Fortune_Level,Poem_Title,Poem_Text,Holy_Meaning,Sign_Interpretation,Meaning_Explanation,Detailed_Explanation,DongPo_Commentary,BiXian_Commentary
第 69 籤,69,庚壬 (中平),蕭朱隙末,舍舟遵路總相宜，慎勿嬉遊逐貴兒，一夜樽前兄與弟，明朝仇敵又相隨。,名與利、莫強求、醫用審、婚難謀、行人至、訟可休、凡出入、謹交遊。,此籤一切所爲。宜踏實地。交遊間更宜慎擇。謹防所與非人。侵耗陷害。口舌是非。酒色財氣結仇等情。唯冀慎之於先。免致受其籠絡。斯全身遠害之道得矣。凡事趨吉避凶。改惡從善。不可自誤。,舍舟遵路。言風濤之險。不如道路之安。此譬爲人。不可行險僥倖。須知安步徐行之意。故曰總相宜也。貴兒。乃富貴家子弟。看似聲勢可依。實則多華少實。多邪少正。多狡詐。少忠信。多狠惡。少良善。故戒勿與相逐也。樽前兄弟。是一時同流合污之態。明朝仇敵。或因乾餱失德。或因利盡交疏。小人反覆無常之狀。勢所必至矣。佔者慎持則吉。忘戒則兇。,放棄風浪巨大的水路，改以風險較小的陸路，然而各有各的風險，並不見得陸路就會平安無事，還是必須小心爲上。不可與富家子弟混在一起，因爲看似顯貴其實虛有其表者居多，而且較狡詐，容易受騙，只要失去了利用價值，或分贓不均，隨時可以翻臉，這是小人的行爲。若疏忽而與小人同謀則兇。,舍舟登路、宜踏實地、莫伴貴兒、事當牢記。好中成惡、口舌宜至、戒之慎之、撙節遊戲。,得意濃時終失意、浮華隊裏莫相隨、翻雲覆雨炎涼態、那得開心見膽時。
第 70 籤,70,庚癸 (中吉),戴平仲禱祈格天,雷雨風雲各有司，至誠禱告莫生疑，與君定約爲霖日，正是蘊隆中伏時。,訟與病、漸可解、名與利、姑少待、婚宜遲、行無信、若禱神、三日應。,此籤言世間一切事故。冥冥中有主之者。須待時候已到。機緣自就。如禱雨者。至誠感動。亦須仰奉天命。然後風伯雨師。方得應候施行。後二句。是言雨降之期。在中伏之際。凡事皆可類推。,雷雨風雲。天之變態也。各有司。言各有管攝之權。非可任意操縱也。人生窮通得喪。亦復如是。至誠禱告。神鑑佔籤者之忱悃也。霖爲時雨。左傳雨三日以往爲霖。亦可作三數斷。定約。以示定期。蘊隆。乃大旱之際。中伏乃大暑後第二旬庚日。言雨降在此時也。雖藉禱雨爲詞。一切希望。皆作是觀。總以待時爲妙。,大自然的天氣變化，各有其道理，並非可依人爲所控制，人生的吉厄順阻，不也是如此，必須誠懇地禱告，讓天神感受到你的誠意。霖日，則爲下雨之日，在大暑之時表明何時會下雨，竟能準確地在中伏之時下起霖雨，表示出乾旱的大暑之時，都會有天降甘霖之時，一切必須等待時機的到來，才能成事。讓你的希望有所依靠的，不就是至誠的祈禱嗎？現在的辛苦，必會換得未來的順遂。,吉凶悔吝、各有神司、若問濟事、在中伏時。如旱得雨、恰慰雲霓、凡所謀望、直待其時。,貧富功名各有時、婚姻遲速待相宜、須逢庚日探消息、季節交臨爾自知。
第 71 籤,71,辛甲 (中吉),蘇武還漢,喜雀檐前報好音，知君千里欲歸心，繡幃重結鴛鴦帶，葉落霜凋暮色侵。,訟宜和、名漸通、婚再和、病主兇、問求財、時未至、凡謀望、在秋冬。,此籤離而又合。去而復還之象。凡事機兆已動。現有好音。如歸家者已通消息。不日間可團聚。自有夫妻諧和之樂。但暮景霜侵。草木零落。必主晚成。及年力衰遲之際也。,喜雀善能報喜。行人將至。預報好音。是以歸心一動。雖隔千里之遙。識者已先知之矣。杜詩。柴門烏鵲噪。歸客千里至。此其驗也。鴛鴦重結。久別乍歸之情。葉落霜凋。應在秋冬時也。然幾經艱難盼望。而始得有今日。則其時亦已晚矣。故曰暮色侵也。佔者事有成就。難望早達。重字或主重婚之應。他事亦可作兩次斷。,通報喜訊的雀鳥在檐前啼叫，預告離家的他即將歸來，房間重新再結上喜帳，表示重來一次或是再婚，然而雖然期盼已久的他已回來，然而已到葉落霜凋之時，表示秋冬之日，或是晚年，暮色侵表示一切都已經太晚了。此籤表示所佔之事無法在早年達成，必會拖至晚年之時，或秋冬之日，而且有重新來過之意。,好音報喜、遠涉方回、交冬之際、家室和諧。凡事終吉、且待時來、自有成就、不必疑猜。,凡事須經畫、求謀且待時、當年悲破鏡、暮景得相隨。
第 72 籤,72,辛乙 (中平),荀卿五十遊學,河渠傍路有高低，可嘆長途日已西，縱有榮華好時節，直須猴犬換金雞。,求財遲、佔病險、名難成、信尚遠、訟終兇、婚必晚、孕必驚、地未穩。,此籤險阻多端。事有蹉跌。人防陷害。如行河畔崎嶇之路。又值日色將晚。險何如乎。凡事勉強前進。兇不可言。就此中止。庶可免禍。縱有晚景。須遇申酉戌年月日。或申酉戌運限。可冀有成耳。,路有高低。險阻之象。況在河渠之傍。則更險矣。長途可嘆。何等艱難。況日晷西移。轉瞬將就昏黑。欲能出險得乎。申屬猴。戌屬犬。酉屬雞。縱有榮華。等待申酉戌年月日時方應。言現在運程甚兇。切宜耐守也。,道路本就崎嶇難行，更何況是沿着河渠的坎坷道路，一到日已向西的傍晚，就更難行了，而且處處有危險，只要一腳踩空，則死於非命，所以不可勉強行之，必須就此停止，則可免於招禍，縱使有榮華富貴的時日，也必須等到申酉戌年月日時，纔可達到，現在是處於四面楚歌的狀況，必須耐心等待時機的到來，千萬不可心急一時，否則會招來厄運。,修路崎嶇、況當衰晚、求事多難、徒自嗟嘆。逢申酉戌、年月日見、若遇此時、稍可如願。,多少登場沒下場、平川靜處被風傷、眼前光景渾如夢、只恐榮華不久長。
第 73 籤,73,辛丙 (下下),齊侯興師伐蔡,憶昔蘭房分半釵，而今忽把信音乖，癡心指望成連理，到底誰知事不諧。,名利杳、訟終兇、婚重娶、孕成空、病危險、運欠通、事無準、鮮始終。,此籤戒勿輕信。凡事與人有約。始雖和合如意。亦是巧言虛花。終無準實。如婚姻之轉瞬敗盟也。及早參透。免自擾累。或可另作亡羊補牢之計。若終受愚弄。非徒無益。而受害多矣。人情如此。其可不知悟乎,蘭房。指女子閨閣之地。分半釵。各執釵之半。以爲信也。人情始約之稠密。大都類此。信音乖。情意中變。翻雲覆雨之習態也。則知此婚已不可合。此事已不可成明矣。連理。比夫婦成雙之義。癡心指望。繫念不已。自坐癡迷也。謀不可合之婚。圖不可成之事。是以到底無成。旁觀早已知之。當局者苦不知悟耳。佔此可以知返矣。,口頭上的盟約已完全失信了，答應之事已不可能完成了。還要癡心妄想成爲夫妻，大家都知道這是不可能的事，卻只有自己一心想要挽回，當然只會讓自己痛苦不堪罷了。此籤表示以前的誓約早已變化，越早看透越能及時回頭，不必再等下去了，不如認清事實，重新來過，會有一個新的開始。不要再執迷不悟了。,事多離散、難望再成、癡心未解、尚有縈情。縱能強合、終必敗盟、凡事謀望、另改途程。,婚姻莫問、財利落空、家人嗃嗃、憂心忡忡。
第 74 籤,74,辛丁 (上吉),竇禹鈞折桂,崔巍崔巍復崔巍，履險如夷去復來，身似菩提心似鏡，長安一道放春回。,病與訟、險而平、名與利、迍而亨、婚先難、終必成、行人至、福自生。,此籤事有重險。目前甚屬艱難。然賴神明默相。雖在危險之中。如履康莊之路。蓋緣平日身具善根。足以感格天意。此時心含智慧。足以權度機宜。故能脫險而亨。行登長安道上。春色滿前。正有無限好景。佔者唯慎持身心。益加積累。以迓天麻斯善耳。,崔巍。高峻崎嶇之地。重言以申警之。險之至也。夷。平地也。去復來。言行止得以自由。險不爲害也。菩提。善果也。鏡明也。身似菩提之善。而心如鏡之明。是以自天佑之。吉無不利。長安道上。功名富貴之路。放春回。言功名富貴逼人而來。如春色之榮暢也。佔吉而身心皆吉。斯應驗如何矣。,在這高峻之地行走，就猶如平地般來去自如，這些危險根本就無法影響，平時爲人行善，而且心如明鏡，表示得到上天的庇佑，將大吉大利，長安一道指通往功名利祿之道，放春回，指春色無邊，正等待着你的到來。此籤表示雖履險境，但對你完全不受影響，只要心存善念，必得善果，接着而來的是順暢的吉運。,路途傾險、心卻平歡、轉兇爲吉、終免憂疑。更宜守正、切莫改移、履道坦坦、何福不隨。,至再至三險已深、天公默鑑後凋心、從此坦蕩長安道、出谷遷鶯到上林。
第 75 籤,75,辛戊 (中吉),梁鴻配孟光,生前結得好緣姻，一笑相逢情自親，相當人物無高下，得意休論富與貧。,財物聚、病即愈、若問訟、必遇主、婚姻合、良朋聚、行人回、事無阻。,此籤事有前緣。不須勞力。自然遇合湊巧。蓋稱量彼此之間。彼既脫去俗塵。此相遇可落凡近。是以一見傾心。格外投契。不復在世情貧富間論也。婚姻和合。諸事相宜。道途遂意。謀望皆能如願矣。,好姻緣。姻緣正好也。然由生前培植所致。甚非偶爾。種麻得麻。種豆得豆。自然之效也。一笑情親。相見恨晚之意。人物相當。言其才具品地。兩不相下也。既有前緣。均堪匹敵。自不以富相耀。以貧見疏也。觀此。而所以自植其才與德者。可不豫乎。,此時正面臨一個天大的好機會，這並非是偶然，而是在前世的因緣契合，於此世延續，見到的第一面，就有如失散己久的親人，有一見如故的感覺，而且對方與自己不論是在外貌或是才德方面，皆不相上下，由於如此的投契，所以貴賤貧富，就己經無所謂了。此籤指出會遇到與你相合之人，或是處事順遂如意，一切就是自然天成。但這都是前世的因緣，要懂得珍惜，纔能有良好的輪迴。、,既有夙約、一見如故、所謀皆同、事多就緒。何必相逢、又分爾汝、且順而行、事無齟齬。,兩情如水素通流、恰有機緣向此投、鳥集高林魚躍浪、春風和煦任優遊。
第 76 籤,76,辛己 (中平),申屠嘉檄召鄧通,三千法律八千文，此事如何說與君，善惡兩途君自作，一生禍福此中分。,問爭訟、且斷理、求財祿、當揣己、病早禳、勢莫使、婚更審、方吉利。,此籤謀爲陰事。神不之告。如法律操自官府。豈得預行宣泄。唯是禍福無門。全憑善惡判斷。所爲善。自應得福。所爲惡。自應得禍。禍福之機。人自知之。將求福而避禍。可不急去惡而遷善哉。,律文。刑書也。三千。以罪條言。八千以字數言。生死輕重。權歸刑曹。非外人所得與聞。故云如何說與君也。然有不可知而可知者。決之於善惡兩途而已。善惡唯人自作。則禍福亦唯人自求之耳。蓋凡事當務善以去惡也。,三千法律，指的是罪狀條文，八千文，是指律文的內容，這是一般凡人無法瞭解，也不能事先知道，未來的吉凶，完全決定在現在所爲的善惡，神佛無法爲你多祈求福份，只有自己的修爲才能影響吉凶，一生的禍福都由自己所作爲的善惡決定，非他人能決定。此籤神明無法有所幫助，未來禍福早已決定在自己，求福避禍，倒不如去惡行善。此籤的吉凶完全在各人作爲。,吉凶多變、非止一端、言不盡意、當以心觀。福因積善、禍胎稔惡、知所趨避、宜自先覺。,訟庭有險莫胡行、無是無非夢不驚、禍福原來無定數、權衡善惡自分明。
第 77 籤,77,辛庚 (中平),伯州牛上下其手,木有根荄水有源，君當自此究其原，莫隨道路人間話，訟則終兇是至言。,訟當戒、病宜禱、名不利、婚難老、口舌防、行人到、凡事謹、莫輕躁。,此籤戒宜謹讓。凡事準情酌理。探取根源。自能明其是非。審其進退。切不可聽傍人言語。妄構訟端。訟必有兇禍在後。至此時悔之晚矣。何如慎之於先之爲得也。凡事宜止不宜進。宜解不宜結。宜靜不宜躁。佔者慎之。,木有根而暢達。水有源而流長。物理有之。人事亦然。如善爲福之原。仁爲壽之原。讀書積蓄爲名利之源。得其原而萬事理矣。最人所宜究其心也。若歧路悠悠之口。常誣妄不可信。倘一時通聽。至涉訟端。必屈於理而左於計。此終兇之道也。人可不慎於始乎。,樹木必須紮下深根，才能穩穩地樹立，潺潺的流水也要有個源頭，河流才能源源不絕，這是天地萬物不變的道理，必須自己探究其原因，去惡從善則能趨吉避凶，爲人仁慈則能長壽。千萬不要道聽途說，傍人在耳邊勸說，似乎是有道理，其實都是巧言令色，如因此而涉訴訟，則有厄運，千萬要記得，不可涉及訟事，關起耳朵，不要聽別人的小道消息，從根源修德行善，纔是最根本的道理。,禍因惡積、當究其源、最宜向善、病保安全。自當謹慎、勿信人言、若有偏徇、禍不踵旋。,口是禍之門、人言總見真、公庭無一字、謹守福隨身。
第 78 籤,78,辛辛 (下下),石崇錦絲步帳,家道豐腴自飽溫，也須肚裏立乾坤，財多害己君當省，福有胚胎禍有門。,莫貪財、能害己、休鬥訟、當知止、病禱神、孕生子、婚擇良、行未至。,此籤家道雖然溫飽。宜自謹守。不可倚強欺弱。主有口舌是非。更防貪求不已。致生後禍。禍福無不自己求之。可不慎乎。,衣食溫飽之人。常欠諳諫。肚裏立乾坤。謂須自作主張也。可行則行。可止則止。不可輕聽人言。自取煩惱。財多害己。則過分貪求之累也。福有胚胎。善是也。禍有門。惡是也。審於善惡之途。禍福唯所自擇矣。此示人趨吉避凶之道也。,家庭環境富裕。所以不必爲了三餐溫飽而煩惱，當然心思就無所事事，雖然如此，還是要有自己的定見，如果隨周圍的宵小起舞，則會造成禍根，家中過於有錢，只是讓自己更加浪費，不懂珍惜的結果會反害自己，禍福自有源起，從善則能招福，胡作非爲地使壞，只會讓自己走入災禍之中。此籤告誡禍福自找，必須懂得修爲，去惡從善，修得善果。不論福禍，必定自我承受。,家道昌盛、猶宜謹守、自立主張、祈求護佑。輕財重道、方能長久、善善惡惡、自作自受。,自家心地自家知、莫管他人閒是非、若能作福求安靜、雖禍終能轉福機。
第 79 籤,79,辛壬 (中平),宋神宗誤扞牛頭山,幹亥來龍仔細看，坎居午向自相安，若移醜艮陰陽逆，門戶凋零家道難。,名與利、依理求、婚與訟、莫妄謀、病擇醫、方無憂、行人至、慮且休。,此籤凡事宜依理順行。不可妄意強求。反招禍患。如相地者。幹亥來龍。自以坐坎向午爲順。若獨執偏見。改作醜艮作穴。是爲陰陽背逆。豈不致門戶凋零之咎乎。此以見吉可趨。兇可避。慎無顛倒錯亂。自貽伊戚也。,此以羅經方位比喻也。幹亥位居西北。來龍由此。脈甚分明。坎爲正北子位。午爲正南離位。坐坎向離。自與幹亥來龍。有陰陽交媾之美。安穩奚疑。若醜艮位居東北。則與幹亥陰陽相反。奈何移穴在此。豈非自是其愚乎。門戶凋零。丁口不旺也，家道難。財產退敗也。人不可逆理數以妄行。斷斷明矣。方向西北正北正南皆利。東北不利。年運。亥子午年頗佳。醜寅年欠吉。,爲人處事必須依照天理。幹亥來龍，指西北方位是吉位，而坐北朝南的方向是平安吉利的坐向。若無視於天理的運行，硬要移居東北方，則與西北吉位造成直角，是非常不利的方位，若執意要居於東北方，則會面臨家道凋零，而且凡事不順遂，則對家中人口有損。在亥子午年時運勢良好，但在醜寅年則較不順。,立宅安墳、當明正向、龍穴雖吉、向差則病。凡百謀望、南向則善、一或他向、恐不如意。,天然得個好規模、心計雖多莫改圖、妄作妄謀終是拙、吉凶分界莫歧趨。
第 80 籤,80,辛癸 (中平),陶侃卜牛眠,一朝無事忽遭官，也是門衰墳未安，改換陰陽移禍福，勸君莫作等閒看。,名與利、宜改圖、訟和解、保無虞、病更醫、行漸回、婚別配、莫輕爲。,此籤宜趨吉避凶。革故從新。不可妄爲。亦不可坐守。始以無故而得禍。後亦可以作善而致福。如人家墳宅未安。必須改換陰陽方向。乃可化兇爲吉也。若自己毫無轉動。福何由而集。禍何自而消乎。,無事遭官。訟非乎起也。門衰墳未安。是其陰陽二宅。風水不利所致。改換陰陽。言更改宅墳方向。移禍福。由此轉禍爲福也。莫作等閒。言禍福隨人轉移。迥非泛長無根之論必身體力行。親見其效。始信爲千古至言耳。胡不勉而行之。,閒來無事卻突遭是非纏身，無風不起浪，絕非無中生有，此次纏訟起因於陰陽宅的問題，目前的風水有所不利，只要改變陰陽宅的坐向方位，則可轉禍爲福，或許你會心存疑慮，無法認同，如果你等閒視之，則禍患無窮，若能姑且相信，作適當的改變，則會有很明顯的轉變，不妨試試。此籤表示必須有所改變，不可等閒視之，或心存懷疑，起身動動，運勢也會跟着動動。,風水不利、門戶衰蹇、致招殃咎、有此禍變。急宜速改、避惡向善、若能戒意、庶幾脫免。,禍福無門各有因、免求地理與星辰、若能積善祈天佑、禍自消除福自新。
第 81 籤,81,壬甲 (中吉),寇公任雷陽,假君財物自當還，謀賴欺心他自奸，幸有高臺明月鏡，請來照對破機關。,訟莫欺、依本份、病遇醫、名休問、婚慎求、事審論、孕保安、行人鈍。,此籤被人欺凌。暫時耐守。自可昭雪。如人負欠不還。多方謀賴。理曲在人。我何畏哉。自有清正官司在上。恰似高臺明鏡。一經照察。機關立破。謀賴者從此敗矣。此以見凡事當依本分。毋逞狡詐。本分到處可行。狡詐適自害其身而已矣。,借物當還。情理之常。謀賴欺心。情理之變。受欺者勢雖弱。欺人者天不容也。高臺明鏡。比公正明決之官。明鏡足以察秋毫。明智足以摘姦伏。無有機關而不破者。欺心者盍早悟乎。佔事者或應在秋。或應望後。月圓時有驗。,有借有還是人之常情，借東西給別人，希望別人自己會奉還，然而他人存心狡詐，故意耍賴拖欠，你也無可奈何，幸虧還有天理，猶如高臺上的明鏡，照亮所有真理，也照穿了邪惡的機關，狡詐的心可以欺負人，但無法騙過天理，最終還是鬥不過天理，遲來的正義還是會來，得到平反，收回了借出的財物。此籤告誡天網詼詼，疏而不漏，不是不報，時候未到，不可有故意佔人便宜的心態。,負人財物、欺賴自奸、幽有神鬼、顯有清官。一朝照破、難逃其禍、每事依心、無施不可。,本分公平、合天合地、若有虧心、神明共棄。
第 82 籤,82,壬乙 (上吉),陶母截髮留賓,彼亦儔中一輩賢，勸君特達與周旋，此時賓主歡相會，他日王侯卻並肩。,財必獲、名遇薦、訟得理、病有願、婚姻成、行人見、發福祿、因積喜。,此籤凡事早植因緣。後此自有莫大利益。如往來儔類中。現有一賢士在前。必須特與訂交。厚相結納。日後此人得志。乃是王侯之貴。幸得以故人肩隨上下。託末光而附尾後。易易事耳。若待臨時攀扶。豈有濟乎。凡事予則吉觀此益信。,一輩賢。出類拔萃之品也。此時彼亦未遇。人或習而忽之。特達周旋。從衆人中特加物色也。賓主歡會。此日交契之情。王侯並肩。他年富貴之侶。事有無心得之。而或以有意遇之者。多此類。非具遠大器識者。未足以語此。人不可以無友。尤不可不知所擇矣。,在往來的朋友當中，有一位賢能之人，但此時並沒有特別出色的表現或得到賞識。此時你必須特別與他多加交往，不妨以主人的身份多加款待他，並建立起深厚的交情，以後當他成爲王宮侯爵之士，你依然是在他周圍的貴客，而且會受到他的提攜。此籤表示他日的豐收，必須在今日就種下因緣，等到他人升至高官再去拉關係，一切都太遲了，必須慎選友人交往。,事有相干、宜與效力、君既周旋、他必報德。凡所謀爲、遇貴方得、神力陰扶、福報有日。,凡事成全必有因、交情初淡後相親、貴人提攜無難力、魚水相逢信有神。
第 83 籤,83,壬丙 (下下),邵君平卜肆垂簾,隨分堂前赴粥饘，何須妄想苦憂煎，主張門戶誠難事，百歲安閒得幾年。,名與利、莫貪求、訟宜和、行未至、病瘥遲、婚莫議、能保守、家必利。,此籤宜隨分退守。恰得安常處順之樂。若貪現前而圖意外。不唯無益。更增煩惱而已。雖則家計艱難。然安閒境地。不可多得。何不愛惜光陰。甘守清況之爲得乎。凡事恬靜則吉。妄動則兇。,隨分粥饘。言一粥一飯。皆系人間清福。盡堪享受。妄想。是冀幸富貴利達。一切本分所無之事。苦憂煎。是自尋苦趣。言當以妄想爲戒。定不應如此也。主張門戶。猶言做人家。誠難事。言非不知做家之難。但人生百年有幾。安閒一時是一時。妄想勞苦何爲也。佔此者可知止矣。,即使只是一碗清粥，都要懂得珍惜，將自己的慾望降至最低，則能隨遇而安，若苦苦追求福祿財寶，也只是多加妄想，讓自己陷入痛苦的煎熬。如果想要自己跟富貴人家相比，只是更加爲難自己罷了，實在是作不到，又何必讓自己痛苦，人生在世短短几年，求的是平安閒適的生活，目前雖然物質生活較不充裕，但日子過得還算清閒，如能自得其樂，不也是很好嗎？,好事隨緣、莫貪莫競、且宜守成、庶保安靜。若更妄求、必主多憂、何如退省、以遂優遊。,貧賤安常識者稀、天時人事貴知幾、依然舊日規模好、休聽閒人說是非。
第 84 籤,84,壬丁 (中平),繆彤閉戶自撾,君家事緒更紛然，當局須知一着先，長舌婦人休酷聽，力行禮義要心堅。,訟宜解、莫信才、財緩求、名莫貪、孕生女、行人還、婚更審、莫妄扳。,此籤示人扼要爭先之道。頭緒雖煩。目應批卻遵竅。恰得妙着。儘先佈置。恐有陰私小人。從中挑撥。不可過聽。總須自作主張。依理而行之。積久勿替。則紛煩定而事緒理矣。凡事不可遊移無主。持正有守則吉，治家者切不可聽信婦人之言。,事緒紛然。現在危難之境。一着當先。局中制勝之要。如奕棋然。一着得力。全局皆勝矣。此須自持定見。不可聽信人言。婦人長舌。尤宜戒之。故曰休酷聽也。義以制事。禮以制心。先着實在乎此。要心堅。言須永遠堅牢。不可始勤終怠也。必知明處當。不爲浮言所搖惑者而可哉。,目前處於危難之中，此時必須下狠招，就好比是下棋者，經過深思謹慎地下，這步棋則關係了全局的成敗，周圍的耳語不必理會，尤其是家中女人，不要理會她的言論，身體力行禮義之事，而且不可怠惰，必須持之以恆，才能度過此時的難關。此籤告誡不可聽信也人之言，尤其是家中婦人，要更加小心處置。,萬事一理、各有先見、莫聽人言、激成多變。依理而行、禍自可免、當堅乃心、毋或退轉。,理煩治劇有先機、莫聽讒言是與非、任爾風濤千萬狀、漁翁穩坐釣魚磯。
第 85 籤,85,壬戊 (中平),宋田父夢蕉鹿,一春風雨正瀟瀟，千里行人去路遙，移寡就多君得計，如何歸路轉無聊。,且隨分、莫貪財、訟宜息、防外災、婚不利、遠行回、禱神助、福自來。,此籤宜守分安命。不可妄求。如春天風雨交加。不待晴霽。於此急迫遠行。不知幾歷艱險。究竟事與願違。算在意中。失在意外。空受勞苦而已。此貪求躁進之害也。知幾者其慎之。,風雨瀟瀟。泥濘不堪之狀。千里路遙。行人更屬艱難矣。此人運途未通。動多阻滯之象。移寡就多。言人不知守份待時。妄思籌算以爲得計。豈知理數已定。終於無濟。貪求而去。仍無聊而歸耳。則亦何益之有哉。人可知進而不知退哉。,目前去路風雨飄搖，阻擋着前去之路，然而不等到雨過天晴之日即急於出發，只是讓自己多加受苦罷了，只要想動則會受阻。看到別人的作法則躁進跟隨，那知道去了之後又不如自己想象中容易，不管你如何計劃，還是敵不過天數已定，最後無濟於事，敗興而歸，這又有什麼意義呢？倒不如一開始就不要做，還可保有平安閒適的生活。此籤告誡人不可只想要前進，而不知如何退守，有時想想如何全身而退，可能會是最好的方法。,時之未遇、歷涉艱阻、巧計雖多、終於無補。且宜守舊、毋過於取、庶保已成、禍散福聚。,飲啄皆前定、人乖命不乖、機謀終有損、行止聽安排。
第 86 籤,86,壬己 (上吉),陶倚治生,一般行貨好招邀，積少成多自富饒，常把他人比自己，管須日後勝今朝。,財祿富、訟得理、婚和合、病漸止、問行人、歸未擬、莫害人、人即己。,此籤凡事應漸進。不可欲速。不可欺心。如貿易者。雖值物貨當行。亦宜爲人設想。兩得其平。自然漸入佳境。若專求利己。必致損人。天道豈佑之乎。,行貨。牙行買賣之貨。好招搖。貨價得時。正好招引買客也。但取利不可過重。積少成多。自可致富。比人猶己。言即己心以度人心。不可用意刻剝。後勝於今。數可憑。理尤可憑也。爲富不仁者戒之。,平常流通的貨物，只要利潤適當，則可招來許多買主，所謂薄利多銷，如此則能積少成多，時間累積久了，自能成爲富裕之人，經常設身處地爲他人着想。不蓄意剝削他人利益，未來一定會比現在更好，這是天理自有定數，但已成爲富裕之人，千萬要待人以仁，爲富不仁者，自斷後福。此籤告誡必須循序漸進，保有仁心，富裕幸福的日子則可持久。,同時經營、皆欲成家、將人比己、不必矜誇。自然天佑、福祿亨嘉、更宜方便、錦上添花。,交易公平自得安、莫將人己兩般看、欺心利己終何益、本分常教俯仰寬。
第 87 籤,87,壬庚 (中平),武侯與子敬同舟,陰裏詳看怪爾曹，舟中敵國笑中刀，籓籬剖破渾無事，一種天生惜鳳毛。,名利無、病有崇、訟莫興、和爲貴、莫貪財、婚不利、孕無憂、行未至。,此籤示人光明正直。勿爲爾詐我虞之行。胸中既無畛域。天下皆成一家。到處同聲相應。同氣相求。何不利之有。若以相傾相軋爲能。終至兩敗俱傷。未有能善其後者。人可不知戒哉。,陰裏詳看。猶言暗中熟察。怪爾曹。深駭此輩所爲也。舟中敵國。外同處而中暗算。笑中刀。外和靄而中狠毒也。,從暗中觀察對方的所作所爲，瞭解到敵我的分別，就像是同在船上，卻心生暗算，雖笑臉迎人，卻是笑裏藏刀，外在表現得非常親切，但內心卻防衛心態深重，無法與之交心。此時放下心中的隔閡，排除不必要的干擾，以真心相待，當作無事，看到光彩耀眼的鳳毛，則會自然而然由內心發出憐惜之心，與人相處就是如此，放下心中的阻隔，彼此則可以同舟共濟，化兇爲吉。,骨肉乖張、操戈入室、面上春風、胸中荊棘。何必思維、人己則一、若能和同、變兇爲吉。,白日青天大丈夫、何須猜忌暗相圖、推心置腹堪脣齒、交濟成功兩不殊。
第 88 籤,88,壬辛 (上吉),周廟觀欹器,從前作事總徒勞，才見新春喜氣遭，百計營求都得意，更須守己莫心高。,名與利、且隨緣、訟解釋、病安全、婚姻合、行人旋、若謀望、在新年。,此籤時運將至。所謀必就轉瞬交春之後。萬物發生。人事亦得喜悅。曏者難而今者易。曏者塞而今者通。志願無不暢遂。快矣足矣。然始也可由剝以使之復繼也。亦可由復以至否。此時須識持盈保泰之道。方克有終。是以君子慎之。,從前徒勞。往運之困。新春喜氣。後運之亨。營求得意。凡事有成。莫更心高。知止不殆。佔此者應在春時。主有遇合。但盈虛消長。各有定分。不可十分過求。過求則生災害矣。貪得者尚知戒哉。,過去常常都要做徒勞無功之事，凡事都有所阻滯，在交春之際，突然間轉運了，感受到喜氣洋洋的氣氛，而且做什麼事都異常地順遂，凡事心想事成，作什麼都成功如意，此時必須更虛心待人，不可因此就趾高氣昂，要更安分守己，得意忘形則會破壞好運，此籤表示新春之時，即轉好運之時，必須把握好運，不要因一時的志得意滿而浪費了大好運。,平生勞苦、百事無成、時運將泰、謀望稱心。更宜謹守、貪心莫生、隨緣受用、坐享安榮。,得失無常事有因、耐求殘冬喜見春、世事隨緣無掛礙、光天化日太平人。
第 89 籤,89,壬壬 (中吉),甯戚飯牛,樽前無事且高歌，時未來兮奈若何，白馬渡江雖日暮，虎頭城裏看巍峨。,名晚遇、財尚遲、病徐愈、行漸歸、訟可解、孕無危、婚和合、緩則宜。,此籤示人隱忍以待時。藏器以待用。不可急。急則顛。不可憤。憤則敗。不可躁。躁則陷。是以君子有處困之道。不憂勤惕厲道之經。飲食燕樂道之權。必通經而達權。急來以緩受之。逆來以順受之。斯出險濟屯之道也。一旦快馬揮鞭。龍騰虎變。乃真不可方物矣。,樽前高歌。勸人強自排遣也。人當窮困之濟。時運未來。唯有屈己忍受。強笑爲歡。漸得解脫。若急躁惱怒。四面皆陷阱。滿路皆荊棘矣。其將奈之何哉。白馬渡江。後此得時之驗。虎頭城裏。後此遇合之地。日暮。此晚景。巍峨。言高大也。滿許榮幸在後。暫如龍蛇之蟄以存身。尺蠖之屈以求伸可也。,目前尚不得志，但不可因此而消沈，不如自我排解，高歌取樂，只能等待時機。直到得勢之時，已到了晚年時期，依然可以得到至高的名利。此籤表示必須忍耐待時，如果無法以樂觀的心態等待，則只能含恨一生，而且破壞了老年的好運。白馬也有表示年月的意思，指的是馬年或馬月，將是可以轉運的時機。,時運未遇、且自開懷、年月逢午、好事方來。雖臨晚景、掀轟一回、衆人聳看、積粟多財。,對酒當歌、寬懷守己、一旦時來、扶搖萬里。
