Sign_Order,Sign_Order_Num,Fortune_Level,Palace,Current_Hexagram,Change_Trigger,Changed_Hexagram,Fortune_Category,Five_Elements,Symbol_1,Symbol_2,Symbol_3,Symbol_4,Symbol_5,Poem_Text,Interpretation
第 277 籤,277,下籤,乾宮,晉,六二,未濟,破,金,水,木,火,土,金,有子長成，水扁時，通火反發福，不必過憂煎，人心苦，不足言。,當孩子長大成人的時候、你的命運將會發生絕然相反的變遷。那時，你的水運走完，接踵而來的十年。將是以火爲主要決定因素的幸福歲月。壯年時代的這條“火”命運程將會怎麼樣？在物資生活上必然是頗有福氣的，與早年間的貧困歲月不可同日而語了。但是，你在精神上卻難免愁苦，會令你食不甘味，寢不安寧。 首先是失調之苦。心愛的伴侶離你而去，絕不可能失而復得，失去了方知珍貴，怎能不痛不苦，抱恨終生？這種痛苦，如人飲水，冷吸自知，是不能以言語來形容的。 其次是身體方面的，你應當加強身體的鍛鍊，多多活動筋骨，使四肢的力量不致於過早消逝，爭取恢復生命的活力。因爲你不可能過多指靠孩子，最需要對方的時候，卻不會在你的身邊。這也是命中註定的。
第 278 籤,278,下籤,乾宮,不雅,六四,否,破,金,水,木,火,土,金,黑夜裏，勿前往，一有信，要着慌，牢牢記，須結黨。,黑夜爲陰。以陰爲主體的人和事都是與你相剋的。坤所主宰的方位是西南。這個方位的人和事，你都沒有必要去追求，去也無益，傷財勞神。甚至惹禍招災。黑夜聞信。爲坤器相逢。坤封爲土，化巽木回頭克主，凶兆。特別須防止交通安全事故的發生。所以，一切外出行動，不論白日還是黑夜進行時，一定要結伴而行。這個伴，當然是你的鐵哥們——“死黨”。但最重要的是查查自己的屬相，歸於五行中的哪一種？那麼，與你結伴者則應與你的五行相生，而不是相沖或相害。 這種方法雖然複雜一些，但未雨綢繆，防患於未然，完全必要。這種麻煩是非常值得的，請想想它的代價是什麼。
第 279 籤,279,中上籤,坎宮,節,九五,臨,持平,水,土,木,金,火,水,蟄龍已出世，頭角首生成，雲生雨澤，得濟蒼生。,龍與它的近親蛇一樣，冬季裏就蟄伏在淵澤裏，一動不動，處於一種冬眠的生態，一到春光催動。伴隨着滾滾的雷鳴，它便雲騰翻雨，直衝天庭。龍在古代最初並不是最高權貴的象徵，只該當作吉祥物之。 到後來才成爲皇帝的專利品，自稱真龍天子。 如今在彌卜問的事中有難處，就因爲出現了一個羣龍無首的亂局，紛紛擾擾，不知道會向何處延展。雖然像生出了頭角一樣，碰碰撞撞中有了點眉目，也只是暫時的小局面，大局未定，勝負如何，尚難以逆料。 要穩操勝券，還待“雲生雨澤”。雲生雨澤。預報了這條“蟄龍”。這個人大貴人的姓氏中帶有點水旁或雨字頭所組成。當這個爲扶助你而掌管時局時，一切纔會被疏導通暢，纔會重新出現安定團結之局，蒼生得救，萬事大吉。 時間是春季，正月初生，二月漸旺，三月最盛，不要錯過了幸運時祝喲！
第 280 籤,280,中下籤,離宮,離,九三,噬嗑,平破,火,土,金,水,木,火,火勢薰天，天邊盡赤，遇際水源，庶有底極。,熊熊烈火，已成燎燃之勢。衝騰的火光染紅了天邊。總算還好，終於找到了水源。可是很快便會發現，原來這水十分有限，沒兩下子就見到了底。真他媽的糟透了。力量對比過於懸殊，當然無濟於事，只好於瞪眼，望着火患釀成災禍。 如果單認字面的意思去理解這支籤，當然是一個錯誤，就地理方位而言，南方的勢力必較北方強盛數十倍。動的一方強於不動的一方，以紅色的一方將戰勝黃色的一方，這就是一種以火爲主體的成敗現。 若測氣象，多主晴，且有較長時期的旱相。問利祿，農曆五月，南方財路大開，廣有財源，冬佔不利，問及婚姻，亦有向南良緣，膚色赤中帶黑，性格活潑開朗。對你的幫助將會很大。問疾病不利，須防夏日癌症及時疫，稍有發燒，應即時延醫治癒，小心併發其他病症。簽訂合同、合約、文書一類、還要格外留心，謹防失利。
第 281 籤,281,上籤,乾宮,晉,九四,剝,持,金,火,水,土,木,金,向南有大道，乘馬入抗城，不和吳人唱，更有一知音。,吳越蘇抗，江南勝蹟，不愧爲人間天堂。你從外地旅居杭州辦一件相當重要的事情，陪同前往的是一位男士(乾爲馬爲陽)。你們的心情可說是相當舒暢的，異鄉的的美麗景色和風土入情讓你們留連忘歸。 以你們的身份和氣質，當會受到相應的禮遇和招待。在有幸結識的一些新朋友當中，有一位江蘇藉的以口爲偏旁姓氏者、最爲陰險。此人表面熱情、誠懇。見多識廣，健談善侃。殊不知卻暗中計算你們，挖空心思要讓彌上當受騙，你一定要加以提防。他所有的倡導、提議都值得加以審慎考慮，輕易附和，必然會喫虧上當，倒是另外一名江蘇人則不同，他言語雖不多，呆頭呆腦像個鄉巴佬，卻心性罵誠，忠誠可靠，關鍵時刻將給你極大的幫助。
第 282 籤,282,中籤,兌宮,謙,六二,升,平,金,命,命,命,命,命,有田一畝，儘可耕耘，無窮收犾，都在西成。,田地，是你賴以生存之本，也是發達、進取的本源。這就說明你所從事的行業是相對安定，無需奔波勞碌的，且有邊有框、規規矩矩、不出方寸。這也讓人聯想到美術家的畫幅、文化人的稿紙、財會人員的算盤和計算機、運動競技場地、棋盤、舞臺、屏幕。......”總之，這樣一類的行業對你都是適合的，辛勤耕耘，充分發揮，必有無窮收穫。 但收穫的楔機、機遇也是一定的，那便與方位緊密相關的西方。換言之，西，是你成功的吉祥、幸運的方位。西方庚辛金，庚爲陽金，辛爲陰金；西方兌納了陰，白虎護神庇佑。時節爲秋。 吉祥色彩爲白。多遇女貴人幫扶，女性則多遇男貴人資助，但有小萎(第三者)之嫌。東方文化人，每每在西方學有所成，業績裴然。令世人刮目。西方先進的科技，也是東方文化發展的借鑑，當然不能保守地自鎖心門。所以，此處所謂西方，不能單純理解爲你的籍貫以西的中國本土。
第 283 籤,283,上籤,乾宮,姤,九三,訟,持,金,火,水,土,木,金,勿嫌兒無辰，疾足迫不及，納入猿穴中，走狗何處覓。,同一件事中，牽涉到三個不同屬相的人：免、猴和狗。屬兔的人，雖然有很多缺點，嘴脣豁缺把不住風，但你不可嫌棄她。現在正是追求她的好機會，再過一段，即算題折了腿。恐怕也難趕上她。一旦被一個屬猴的人捷足先登，便與你這屬狗的朋友無緣了。換言之，你屬猴的先生得到玉免，屬狗的那人就沒有指望了，不能不說男累之中皆有定數。 問到事與財祿，卯酉相剋，陳屬雞人外，均與卯無妨礙，儘可追各農利，必得。另一層意思要論到時機了。對兔的追逐宣在猴的年月日時，即申的年月日時。到酉時應當大獲全勝，而至成的時間內就沒多大效益了。 所以，此事宣早不宜晚，稍一磋跎，便難以得手。申爲七月，成爲九月，這兩個月分，該足可供你參考了。
第 284 籤,284,下籤,坤宮,比,九五,坤,破,土,金,水,木,火,土,六牛耕地，墾開無疆，收成結實，盈稟盈倉。,六，這個數在此籤中不是指六頭牛，而是指耕地六遍，也就是說六年以上的時間，或則爲六個月即半年。南方的水田雙季作業，一年當中耕、翻、沙、耙、滾，甚至遠遠不止六遍用牛。我們把六遍理解成多層次，多元化的合作體系，理解爲聯合的經營方式，也是正確的。依靠羣體的合力，去開拓事業，結局是相當令人滿意的。個人是盆滿鉢滿，集體是盈察盈倉，豐收有餘。所以，籤詩告誡你，不要單獨去完成這樁事，必須緊緊依靠大夥的力量。這個事業的核心力量靠六個人組成，包括你自己。 六個人各自發揮特長，同心協力一條道，當然會有不小的成績。 集體有了，你也就有了，“大河漲小河滿”。 六，是一個吉祥的數字，往往象徵着諸事順逆、安全、發達、興旺。
第 285 籤,285,中下籤,離宮,鼎,六五,姤,平破,火,土,金,水,木,火,大奮沖天志，勿苦戀家鄉，七八君行早，揚武在沙場。,命中註定你要以軍人爲家，成爲一名征戰沙場的鬥士。六親無靠、均不得力、何苦迷還鄉土呢？你在故鄉不會有出頭之日，挫折不斷，一切無望，當你七八歲時，就該離歲別祖；十七八歲就正是時候了。你背井離鄉，去展翅高飛，將使你凌雲壯志得以奮展，前程無量；二十七八了，固然晚些遲些，也要比呆在原地不動要強得多。你不是一塊單槍匹馬訂天下的料，也不是一塊插在泥土中不能動彈的木頭。在故鄉的泥土裏，你這段木頭怎麼也不會長出根鬚，扎不牢實，當然只好苦巴巴地望着花開花謝，月缺月園、漚漚氣氣地過一輩子，讓泥土一寸寸將自己埋沒在無所作爲的歲月裏。
第 286 籤,286,上籤,兌宮,謙,六四,小過,持,金,火,水,土,木,金,葵花向日，忠赤傾心，大開廣廈，樂享太平。,並不是人人可以充當最高的指揮者、決策人。你就不是一個能獨當一面的人物，只適合在一個系列中充當得力的一環、做一些局部的輔助性工作。所以，你不應當有所動搖。要象葵花向日一樣。忠心耿耿，與你的上司肝膽相照，忠心耿耿，竭盡犬馬之勞。目前狀況下，你必須堅定這種信念。不可見異思遷，這山望見那山高；或者誤認爲自己羽翼豐滿，可以高飛了，自己去獨立門戶；或者跳糟另侍他主，都是不足取的。 廣廈，是你的心胸。你本是一個坦白、赤誠的君子，此刻，要打開你心靈的窗扉，耳聰目明，詳察八面來風，纔會使自己不致因長期的閉塞麪糊塗、迷失，纔會有終生的安全感。否則，失敗的不幸就將降臨。 有一條重要的信息，將使你立下功勳。你平日要認真收集各種情報、信息、精確分析，並不失時機地向老闆彙報，並提出建議。
第 287 籤,287,上籤,震宮,井,上六,巽,持,木,金,火,水,土,木,人不識仙，哪有真訣，一入玄門，津津有益。,仙尺之間，有着明顯的差別和隔絕。不認識仙師，又無人引渡，當然不得其門而入。不在行、不懂經，原因是沒有老師的指點或投師有誤，無法指點。玄門，又稱玄武門。玄武爲四方護法神靈之一，鎮守北方。 你抽中這支籤，就會明白使自己津津有益的方向，與北方密切相八卦中“坎”對應的方位正是北方。坎爲豬，爲水，爲黑，爲冬。坎爲主體：有北方之喜，或受北方之財，或因水邊人進財，或因點水人稱心，或因魚鹽酒貨文書交易獲利，或有饋送魚鹽酒之喜。 面臨一項陌生的業務，雖然自己是門外漢，一點也不熟悉也並不要擔心，你可請教一位來自北方的老師。讓他詳細地教導你指點你，就能夠快捷人門。並獲益非淺。 最旺盛的時令是冬季。當然學習的時間便須提早一些。這樣準備階段越充分越紮實，收穫也必然越大。
第 288 籤,288,上上籤,兌宮,兌,初九,困,持持,金,火,水,土,木,金,勿謂說話太沉，泥了就有成真，情出千般奧妙，方識仙道最神。,寧願相信生硬、死板的硬話，也不要聽那種摻了水份，和成稀泥的兩面光滑的軟話。話，具有強烈的信息感。言爲心聲，也是文字符號的口語，可以從中去認識未來的吉凶禍福。 你將遇上一校麻煩事，需要靠言語多加解釋，爭取對方的原諒、理解和支持。這樣作纔會增強自身的力量。哪種方式去解釋爲正確呢？ 你不必去揣度對方的心態和興趣，淨揀一些兩面討好的話，去添油加醋、自圓其說。對方可不喫你這一套。例不如者老實實地直陳，有一說一，擺出幾條事實來，讓對方心悅誠服地接受你、信任你。
第 289 籤,289,中上籤,震宮,隨,初九,萃,持平,木,金,火,水,土,木,功名雖多，實際如何，修煉成真，不朽真身，千秋歲月，萬載長春。,茫茫人海里追名逐譽之輩爲數衆多，可是不以權力成名爲重，但求自身完美的人也比比皆是。虛名假譽與真善美的身心相對比，哪一種能相對永恆呢？《紅樓夢)裏有一首《好了歌》，其中唱道：世人都曉神仙好，唯有功名忘不了！古今將相在何方，荒冢一堆草設了。 要得好，須是了，說得何其透徹。 盛名之下琪實難副。樹大招風。是否非，否非否，令你多處被動，難以自己。 目前的事，牽涉功名，望不要主動去攀求，但隨機遇，聽之任之。得之不足喜，失之不足悲。心境須淡泊爲好。 籤詩的信息中，還提醒你預防血壓方面的疾患，特別要防止跌跋，有引發偏癱症的危機，也應避免與人發生爭執，口角，生非，終釀大禍。
第 290 籤,290,上籤,艮宮,艮,初六,賁,持,土,木,金,火,水,土,走走走，遇一狗，急思尋，可長久。,連續三個走，寓意着幾次反覆中都要在動中建功，而不是消極被動地等待。這樣一件需要趕緊搜尋的寶貝，千萬不能讓它失去。因爲遲緩的動作和涉及的範圍不夠，可能導致一旦失去，從此無緣。這樁美事和這個寶貝究競是什麼，我們也可以理解成機遇。機不可失，時不再來。 你在搜尋的運動過程中，將遇上一位屬狗的人。這個關鍵人物可不能輕易放過，因爲他(她)的出現，你纔有如難中得遇貴人一般，獲得一線生機。 這位屬狗的朋友真是古道熱腸、忠肝義膽。但你必須通過思考，用最有效的辦法向他解釋清楚，方能得到這位朋友的指引和援助。 貴人生於成年。甲戌、丙戌、戊戌、庚戌和壬戌，分別是1934年、46、58、79和82。其中58和70年生人可能性最大。
第 291 籤,291,中籤,乾宮,不雅,上六,比,平,金,命,命,命,命,命,不知真消息，消息驀地來，月園月缺夜，不許把門開。,各種各樣的消息接踵傳來。這些五花八門的倩報，可信程度不大，卻打亂了你的陣腳，使你不免驚慌失措，受些驚嚇。在你沒有一點精神準備的時候，真實的準信卻突然降臨，容不得你有絲毫的懷疑，不由你不相信。當然，這是一個凶信，你不願聽到的。你不希望它發生時事，卻偏偏發生了。月園月缺之夜，指每月月初和月半，初一十五的前後三天。這六個日子，要留神門戶，不要外出，也不要和別人打什麼交道。避忌生人。當心家中遭受失竊甚至人口走失(被禍騙或充當人質)等嚴重打擊。 卯字的象形之意爲開門。一個與你密切相關的屬兔的人。 或農曆二月生的人，具有相當大的危一定要緊閉門戶，加以特級的監護，二十四小時不離人，精心保護。 安全要待夏天以後，才逐漸來臨，萬不可放鬆警惕。
第 292 籤,292,下籤,乾宮,晉,上九,豫,破,金,水,木,火,土,金,火旺處，要不疲，水深處，要不呆，到頭當酌量，毋得惹他災。,夏天，南方的事情要抓緊辦好，不能拖拖拉拉。在動中建功，在快中取勝，不要固守一地一事，勤快跑腿、勤快動腦。冬天，北方的諸事，不要停留在一種膠着的狀態。辦事的過程也不要死死守在一處，“被一棵樹上吊死”。那種呆滯的局勢，也會導致失敗。 南北兩路的投入，進退取捨，要把握好尺度，見好就收。不能貪婪而自不量力，那不是明智的決策。因爲那樣的話，可能使事物本質產生轉化，造成巨大的損失，對全局而言，可能是毀滅性的打擊，沒有預料到的災禍。 北方的紅、紫兩種色彩都是忌諱的，與此顏色相關的色彩都象徵着危險。 而南方一路，如果黑色過濃，也不吉利，要盡是避免。這兩種色彩，希望不要出現在相應生意貨物中，那是要傷財的。
第 293 籤,293,中籤,兌宮,萃,九五,豫,平,金,命,命,命,命,命,賓雁遠湖地，成陸行，建功勳，早回程。,你這隻作客他鄉的鴻雁，要遠遠避開水鄉澤國，只有陸地，纔會給你帶來安全和成功。一旦取得了成績，就要動身回故鄉，不要留戀異鄉的情調，遲遲不歸。更不要去嘗試迷人的誘惑，各色各樣的勾引，早早住家裏趕。 這是兩條忠誠有益的勸告，你務必要認真聽取。 爲什麼要避開“水”呢？因爲你到南邊火地去，可能要遭到點水旁姓氏的人所攻擊，或者是陰陷、誣衊，或者趁你不備偷竊你的資財，或者讓你造成不應有的事故損失。 不論南人北上，述是北人南下，第一，要提防點水姓氏的人，特別是北方人。第二，酒和飲料對你都不利，殷勤獻來要敬謝不敏；更爲重要的是不能喝生水。
第 294 籤,294,中上籤,離宮,渙,六四,訟,持平,火,水,土,木,金,火,天上風，天邊月，月白風清，兩兩相當。,你追求的事或人，不能不說是美好的，因爲合乎天意也稱你心願。天邊的月亮(寓意女性)，被烏雲所遮蓋(被人控制而難以顯露光華，心情鬱悶)。你就是那陣陣清風，徐徐款吹，去揮散如煙的陰雲，讓月光更加陪潔、明亮。可是，你心中的決心並沒有真正下定。因爲你的信心還不夠充足，而且顧慮重重，生怕社會輿論壓力，生怕背上“第三者”的罵名。或者害怕遭到對方家長的極力反對。 這些擔心都是多餘的。因爲這是你們兩人之間的私事，誰也不能過多地干涉。更因爲你們之間是兩兩相當，陰陽平衡的。 任何有關結合、聯合和合夥的詢問，回答都是對你的勉勵：相當。 不會出現過多的麻煩和阻力，總的趨向令人振奮：大吉。 再遠一點，那又當別論了。
第 295 籤,295,上籤,艮宮,中孚,六四,履,持,土,木,金,火,水,土,葉歸根，長立天地，水睛源，長流河海，人得全丹，長生淵涯。,好一個長立、長流、長生，一幅天長地久永恆的畫卷，你還有什麼可憂慮的呢？哦，美好的事物還是有一定的條件；葉落要歸根，流水要清源。那就是說要回到最開初的起點，疏逗所有的障礙特別是一開始就產生的堵塞。拿家庭關係打一個比方，家庭發生了婚姻危機，妻子對丈夫的感情發生了大震撼，丈夫能夠像當初追求妻子那樣，重新開始嗎？能夠去認真地解開情結的第一環扣嗎？ 如果能，家也就不會破了。 這裏有些忠告，不得不奉獻給你：相合之始，不要存有過高的要求；要自我剋制，互敬互讓；中途不要見異思遷，必需盡責盡職盡心盡力，內心情感要恆久不變，不動不搖。 陰陽五行中，金所主的方位是西方，所旺的季節是秋天。此事如遇秋季生人且姓氏中帶金爲偏旁貴人相助，必然遂心。
第 296 籤,296,中籤,離宮,渙,上六,坎,平,火,命,命,命,命,命,乘馬去長安，看花花正發，一日雨來淋，香色盡調零。,如果騎牛去長安，也許到了那裏花兒又要謝了。該死的牛，老是侵吞吞的。美好事物的產生，必有其成功的條件。趕到長安正逢花開，非得有馬不行。你事後會有兩種感慨：“幸虧我是乘馬而不是騎牛”，這是指工具而言，也可說是合作者；“我真走運，趕上了花開的時候。”這是指的時間因素。馬，十二居中佔第七位：牛。可以理解成一個屬馬的人，也可以理解爲相應的年、月、日、時。另外馬所對應的空間位置是西北，這是你的吉祥方位。花象徵了事業、女人、女兒。 “好花不常開”。是因爲大自然中的邪惡勢力的加害，風雨無情。雨，是水。五行中的水又對應着哪些事物，潛伏着哪些危難呢？這股威懾來自正北方向。此人姓氏中帶有點水或雨字頭，相當陰險狡詐、詭計多端。
第 297 籤,297,中上籤,巽宮,益,六四,無妄,持平,木,金,火,水,土,木,本長春天根幹老，子實三秋枝葉，不凋不謝，不見根牢。,由春到秋，植物完成了它生長的一個週期(相傳商代時一年只劃分春、秋兩季，春包括了夏、秋包括了冬，“春秋”是四季的代稱)。結下果實。枝葉當然也就凋殘。有了收穫，也必會減去一些自身的能量。沒有這些損失和付出，根基當然也就休想牢固。所以，你大可不必爲枝葉的凋零而懊喪。如果有資財方面的小破損，均屬正常現象，想你會得以寬解。 你所卜問的事，如果與山林有關，那是肯定大有發圖的，其它方面如東南方向的財利，也是正財之源。如果你追求的是人，而對方姓氏中有木爲偏旁，或草頭，那也是對上了號，必得。這樣一類的人，短期內可以助你打開財路，並使事業根基牢靠，漸漸長成參並大樹。
第 298 籤,298,中上籤,兌宮,困,六三,大過,持平,金,火,水,土,木,金,叫道叫道，天將明瞭，何不伸首舒眉，反作蓬絮到老。,從字面的意思看來，這支籤通俗易謹，是在向你大喝一聲，想要警醒你，不要再沉睡下去；沉沉的黑夜就要過去，曙光初照，黎明來臨，你一生中的最佳季節終於出現了。可是，你似乎還沒有意識到這一點。如果失之交臂，豈不會讓太好時機白白流走？ 不然的話，這些野蓬和嵩草會起你沉睡的當兒、瘋狂地生長，將你埋沒，讓你永無出頭之日。 你原先的這條運程屬土，新開始的運程屬金。不過，金靠土而生成，能夠克木，同時又被火所克。所以，你要認清這種複雜的關係，不要弄錯了。值得提醒的是，火雖然克金，但爐中之火，卻可以鍊金，不要一味排斥。在無干中，丙屬太陽之火，丁屬燈盞、爐冶之火。在地支中，巳、午、末時屬此性。換一句話說，屬蛇和羊的朋友將給你巨大幫助，而屬馬的人卻會壞你的大事。
第 299 籤,299,下籤,巽宮,蠱,六五,巽,破,木,火,土,金,水,木,藥餌真，服了寧，三劑後，足分明，神中神，清中清，固得緊，可長生。,這真是一劑靈丹妙藥，服過三副，便神氣清氣爽，體健身輕。固本得當的話，還可以長生不老呢。但這僅僅只是預測有關疾病問題嗎？我們還得將這籤詩擴展開來，看個透徹。 這支籤的適應範圍是很廣泛的。它不僅適應日常生活和工作中過錯的糾正，也包括農作物和蓄牧業、漁業、養殖業等等。 關鍵的處理辦法綱要是先清理後固本。固中，是中醫學上的一句術語，意指通過調理，補充臟腑有機功能的療法。 《周易)六十四封中的“大畜”，卦象是巍峨的高山在廣闊無垠的天宇包容之中，是天的所百般大，所以叫“大畜”。人的能源需要不斷地補充、積累，對於天地之間的各種能量要兼收並畜，博採衆長，爲我所用。
第 300 籤,300,中下籤,艮宮,大畜,六五,大壯,平破,土,金,水,木,火,土,三天曾結社，四海盡知名，長騎駿馬，直入天庭。,三天在這裏不是指時間，另有講究。古代稱天體爲三天，分別是渾儀、宣夜、周鵑。道家對三天的解釋則指玉清、上清、太清，三清亦名三天。佛家中的天三，另有一種說法，“欲界、色界、無色界，梵字出三天”。社，這裏指的是人員的一種組合形式，是符合天意的，神聖的。所有閣員、員工上下同心，忠心耿耿，形成一派安定、團結的局面，並且一開局便卓有成效，贏得相當的知名度。 所以，要乘勝前進，一鼓作氣，爭取達到最大的目標。 籤意是上上大吉的，但先決條件中，“馬”的因素相當重要。 馬在地支中所對應的是午。希望這個社團的首腦人物是屬馬之人。另一個對應的是時間，馬的年、月、日、時、你可以從《萬年曆》中查對。這些時刻，你可以理解爲幸運時刻。
第 301 籤,301,中上籤,坤宮,泰,上六,大畜,持平,土,木,金,火,水,土,閒來夫子處，偶然遇一人，重頹鶴髮，笑裏生春。,在你的日常生活中，總不乏良師益友吧？古時把那種道德高尚、學問淵博的人稱爲夫子，也就是老師，你非正式地造訪一位先生，沒想到有機會結識了另一位了不起的老人，使你獲益非淺，足慰平生。你是一今幸運兒，當然也因爲你有緣份，得以在困惑的當日，遇上這位高人，看似偶然，其實必然，你所有的心中疑難他都樂意作出解答。儘管夫請教吧！ 他的回答中，有些你不定能完全聽懂，有些地方會似懂非懂。也不必勉強弄懂，但要牢牢記住他的話。他的每一個手勢，在以後的日子裏反覆去認真琢磨，必有頓悟的可能。 當然，在所有的提問中，切不要忘記你要預測的這個題目。
第 302 籤,302,中上籤,震宮,恆,上六,鼎,持平,木,金,火,水,土,木,閒雲野鶴望東行，唯有鄉人，便是知音，經營佈置兩三春，聯街燈火後，錦鄉前程。,你問自己的發展前景怎樣？因爲長久的困頓，再也閒不住了，躍躍欲試，但又對今後沒有十足的把握，內心不免有些發虛。籤詩較爲詳盡地一一回答如下：最佳合作者、幫手：同鄉；最佳經營發展方位：東方；奮鬥時間：三個年頭，約兩年；成功的具體時間：第三個年頭的元宵節後。
第 303 籤,303,中籤,震宮,解,六五,困,平,木,命,命,命,命,命,漢水無情，蜀水澄清，黃河滾滾，四處煙塵。,乍看起來，限前江水橫流，滾滾湧來。好大的水勢，令你一時間茫然不知所措，誠惶誠恐。且慢，讓我一一解來：漢水、蜀水分別是湖北、四川兩省的兩條江河，這裏一爲無情，一爲澄清。是一種暗喻，指的是人。具體的說是人的籍貫。你要依賴和信任的人，是一位四川籍的朋友。而另一個湖北人氏，你不要對他寄託任何希望，甚至他還要壞你的大事。 “黃河滾滾”也不是指水的因素。其中第一個含義指示你的發展方向，如果是東方的話，則將被過多的火所克，煙塵滾滾，將你團團圍困，所以最佳方位當避開東方，其它方向皆吉利。第二個含義指的是時間，春季是多災多難，要處處提防，其它季節才走旺運。 同時，你要注意預防肝臟方面的流行病。
第 304 籤,304,中上籤,乾宮,乾,初九,姤,持平,金,火,水,土,木,金,潛龍已受困，尚不見雲興，佇看去四合，飛去到天庭。,易經六十四封中排在首位的稱乾：元亨、利貞。意指大吉，利於佔問。初九爻辭這樣說：“潛龍，勿用。巨龍潛伏於水中，暫時不宜施展才能。爲什麼不宜輕舉妄動呢？因爲時候未到，因爲沒有出現一個風起雲湧的局面。等到陰雲四合，狂雨驟來的時候，巨龍纔可以從深淵中騰躍而出，直上青天，自由自在的翱翔。 那麼，你要預測的人和事，成功與否，均與機遇有關。這個機，就是時機，遇，則是必然的際遇。所以千萬不要輕易動作，稍安毋躁，等待時機，盲目冒進。必然會遭致失敗。 乾性健行，如馬。對應方位爲西北，五行爲金，吉祥季節爲秋冬之際。人體部位是頭部，千萬留心保護好，不要受內外的挫傷。
第 305 籤,305,中下籤,震宮,解,六三,恆,平破,木,火,土,金,水,木,此處滋味濃，濃豔不耐久，何如談笑生風，倒好東走西奔。,如果你選擇了一處地址，將作爲陰宅或者陽宅的基地，或者想在該處發展事業，無疑都不是最佳去處。因爲看似滋味濃濃，卻經不起時間的考驗，到時木已成舟，將成爲一種拖累，欲罷不能，損失巨大，倒不如將此當作一場玩笑，在該地東、西兩個方向另覓佳境。如果你出門遠行，不論你往東方或者西方，最佳的交通工具是船。乘船的過程，本身也是饒有樂趣的旅遊，觀光活動。儘管濃烈的遊興不會持久，屆時你也達到目的地，棄舟登岸了。古時的船都是用本建造的。木，是這一簽中的五行要素，所對應的卦名叫“巽”。 巽(xum音：訓)，雞，東南方位，春夏時節。巽爲木，爲風。 所以，不論人然旅途中，或是慶功、招待宴上，都不要選用雞來當作一道萊餚，應儘量避免。
第 306 籤,306,中上籤,艮宮,睽,九二,噬嗑,持平,土,木,金,火,水,土,這裏窄小人，切莫稍留停，忙打點，好起行，日月遊，勿久存。,這而支籤雖然明白如話，易於理地，但卻使你惶惶不安，神祕分號之中藏一股煞氣。這個小人藏在暗處。對明處的你虎視耽既，候你不備，就會動手。“惹不起咱躲得起”，只好不作停留打點行裝走路。但這陰險小人也詭計多端，象影子一樣攆了上來，你到哪裏他跟到哪裏，搞得你白天和晚上都不敢呆在同一個地點，行色匆匆，數次換位，精疲力竭。反正你一直處於被動地位，夠慘的了。 讓我們弄清“小人”究竟是什麼玩意兒？這裏指人格卑鄙的人，當然也包括作奸犯科的不法之徒，犯罪團伙和個人。他(她)們善於僞裝，不會讓你輕易識破真面目，作惡的手段又極爲機巧，讓你防不勝防。 在你居室裏，最好不要張掛影星、歌星一類的裸體畫片。另外，須要改變一下牀的朝向，作九十度換位，即原爲南北向改爲東北向，原爲東西向改爲南北向。
第 307 籤,307,中籤,兌宮,歸妹,六三,大壯,平,金,命,命,命,命,命,龍生頭角，將沛甘霖，六七八早，好濟蒼生。,龍生頭角，必有爭鬥的象徵，寓意着一場糾紛的發生。你不幸成爲這場無休無止的爭吵之一方，將要付出心力憔悴的代價。當然，你很快便產生厭倦的情緒，希望早日中止這場糾紛。 但事與願違，騎虎難下，欲罷不能。就象農曆六、七、八月的天氣，驕陽似火，酷暑秋躁，人的心情也是火燥燥的，只盼早日下一場大透雨，把這烈焰並滅下去。 事情緒束，還要到農曆九月，纔會有徹底的根本性的好轉。 那時，隨着九月重陽風暴(九月九日)帶來充足的雨水，氣候才逐漸涼爽，所以人才會感到有了一線生機。 你的生活中出現了麻煩，並且時間長，拖得久，你千萬不要心浮氣躁，那祥傷害得最探的反倒是自己，這支籤告訴你，要好自爲之，冷靜地拖延到農曆九月中旬以後。你能做到嗎。
第 308 籤,308,中籤,坎宮,師,六五,坎,平,水,命,命,命,命,命,太白現東南，龍蛇相競逐，龍自飛上天，蛇卻被刑戮。,我國古代把金星叫做太白星。它是太陽系九大行星之一，自東向西逆轉。在各大行星中，太自離地球最近，所以特別亮。早晨，它出現在東方時叫啓明，晚上出現在西方時叫長庚。白天爲陽，夜晚爲陰，所以可以判定這場龍蛇大戰的原因當屬陰，包括：田野土地、宅基、房舍、女人和農作物。龍蛇爭逐是不是意味着屆龍的入和屬蛇的人展開鬥爭呢？不對，決不要這樣狹隘地片面理解。 蛇與龍，同類同族同門。蛇，有小龍之稱。就地位而言，老師和學生。就道行，力量而言，當然差距也很大。所以，雖說是內部鬥爭，結局是可想而知的，龍得勝後，喜氣洋洋飛上青天。蛇呢，卻遭到了殺身或者判刑的慘敗。 在這幕全武行的戲劇裏，你將扮演龍、還是蛇？望你詳加分析，權衡力量，然後對號入座，作出抉擇。
